@relation compact_wind_offshore

@attribute date numeric
@attribute hour numeric
@attribute dayiness numeric
@attribute mean_TU_0 numeric
@attribute mean_TU_1 numeric
@attribute mean_N_0 numeric
@attribute mean_RR_0 numeric
@attribute mean_RR_1 numeric
@attribute mean_SD_0 numeric
@attribute mean_VV_0 numeric
@attribute mean_FF_0 numeric
@attribute mean_FF_1 numeric
@attribute wind_offshore numeric

@data
20220723,6,-0,16.675796,82.248408,6.633333,0.124026,0.383117,11.869281,35970.331126,2.441401,224.968153,1393
20220723,7,0.26,17.49172,78.452229,6.646667,0.057143,0.337662,17.254902,39580.794702,2.615924,228.216561,1566.75
20220723,8,0.5,18.382166,74.127389,6.413333,0.070779,0.318182,21.222222,42068.874172,2.907643,239.044586,1485.5
20220723,9,0.71,19.458599,68.286624,6.233333,0.025974,0.220779,24.973856,45797.086093,3.141401,261.656051,1424
20220723,10,0.87,20.344872,64.378205,6.09396,0.00974,0.201299,28.440789,48530.466667,3.310897,259.745223,1467.25
20220723,11,0.97,21.148077,60.788462,5.845638,0.011688,0.175325,29.703947,49823.4,3.657051,268.205128,1394.5
20220723,12,1,21.908333,57.230769,5.651007,0.022727,0.116883,30.585526,53472.533333,3.829487,279.102564,1402.5
20220723,13,0.97,22.587821,54.326923,5.66443,0.000649,0.116883,32.480263,52650.866667,3.939103,282.5,1368
20220723,14,0.87,22.891026,52.564103,5.644295,0,0.090909,32.697368,55812.133333,4.128846,281.666667,1325.5
20220723,15,0.71,23.213462,51,5.073826,0.001948,0.051948,35.671053,55378.666667,4.214103,287.5,1246.25
20220723,16,0.5,23.057051,50.833333,4.865772,0.064286,0.038961,36.5,54984.466667,4.123077,286.666667,1240.25
20220723,17,0.26,22.676282,51.794872,4.516779,0.038961,0.064935,37.309211,56391.866667,3.976923,286.923077,1184
20220723,18,0,21.932692,53.935897,4.013423,0,0.006494,40.888158,57197.466667,3.669872,291.730769,1049.5
20220723,19,-0.26,20.444231,59.525641,3.892617,0,0,31.888158,55367.2,3.05,276.730769,1001.25
20220723,20,-0.5,18.724841,66.261146,3.76,0,0,1.940789,52121.721854,2.43121,242.038217,1011.25
20220723,21,-0.71,17.420382,71.598726,3.54,0.000649,0.032468,0,51339.536424,2.070701,209.490446,1089.25
20220723,22,-0.87,16.487898,75.191083,3.066667,0.004545,0.012987,0,49955.562914,1.984076,200,1227.25
20220723,23,-0.97,15.713376,77.987261,2.8,0.019481,0.019481,0,48072.251656,1.897452,206.687898,1486
20220724,0,-1,14.993631,80.834395,3.093333,0.003247,0.019481,0,45367.152318,1.778981,192.802548,1630.25
